X,Y,Z
0.0,0.0,0
-9.219088937093275,3.036876355748369,0
-12.79826464208243,6.182212581344899,0
-14.642082429501084,9.110629067245121,0
-15.509761388286332,19.52277657266811,0
-14.316702819956614,23.752711496746205,0
-11.279826464208242,27.657266811279825,0
-20.173535791757047,27.657266811279825,0
-28.524945770065074,33.08026030368764,0
-31.995661605206074,36.65943600867679,0
-34.164859002169194,40.455531453362255,0
-36.22559652928417,50.108459869848154,0
-33.947939262472886,58.13449023861171,0
-28.74186550976139,64.53362255965293,0
-22.342733188720175,67.78741865509761,0
-14.425162689804772,67.67895878524946,0
-15.509761388286332,72.66811279826464,0
-15.29284164859002,80.15184381778742,0
-10.73752711496746,89.69631236442515,0
-3.796095444685463,96.42082429501085,0
5.422993492407812,99.89154013015184,0
8.459869848156181,100.0,0
17.462039045553148,96.42082429501085,0
25.37960954446855,89.69631236442515,0
29.067245119305852,83.40563991323211,0
31.56182212581345,75.70498915401302,0
36.00867678958785,79.06724511930585,0
42.407809110629074,79.17570498915401,0
50.0,76.78958785249458,0
53.362255965292846,74.72885032537961,0
58.785249457700644,68.43817787418655,0
62.147505422993504,62.039045553145336,0
62.47288503253796,57.70065075921909,0
59.652928416485906,49.566160520607376,0
55.42299349240781,44.90238611713666,0
48.04772234273318,41.21475054229935,0
43.27548806941432,40.130151843817785,0
47.28850325379611,38.06941431670282,0
51.08459869848156,27.33188720173536,0
49.89154013015184,17.678958785249456,0
48.15618221258134,13.44902386117137,0
45.87852494577007,10.845986984815617,0
38.72017353579176,6.507592190889369,0
30.477223427331893,5.5314533622559665,0
22.559652928416483,7.809110629067241,0
16.919739696312362,12.906724511930584,0
14.099783080260302,6.182212581344899,0
10.520607375271155,2.3861171366594363,0
6.182212581344906,0.5422993492407784,-1.6
0.0,0.0,-1.6
