X,Y,Z
0.0,0.0,0
-4.524180967238692,3.4321372854914145,0
-6.396255850234013,8.736349453978157,0
-5.928237129485183,20.748829953198126,0
-11.388455538221528,21.840873634945396,0
-15.13260530421217,24.180967238689547,0
-28.54914196567863,24.492979719188767,0
-37.753510140405616,29.173166926677066,0
-42.27769110764431,34.009360374414975,0
-45.86583463338534,40.24960998439938,0
-49.765990639625585,54.44617784711389,0
-47.893915756630264,54.91419656786272,0
-41.02964118564743,49.453978159126365,0
-39.0015600624025,50.858034321372855,0
-32.44929797191888,42.43369734789392,0
-27.14508580343214,37.597503900156006,0
-27.92511700468019,50.546021840873635,0
-25.897035881435258,57.72230889235569,0
-25.897035881435258,63.338533541341654,0
-24.180967238689547,67.70670826833073,0
-20.59282371294852,72.38689547581903,0
-26.365054602184088,84.24336973478938,0
-26.83307332293292,91.73166926677067,0
-25.429017160686428,94.53978159126365,0
-23.712948517940717,95.3198127925117,0
-17.316692667706704,94.22776911076443,0
-15.13260530421217,90.95163806552262,0
-14.19656786271451,83.77535101404055,0
-9.828393135725427,87.83151326053041,0
-2.9641185647425914,91.57566302652106,0
-0.6240249609984403,99.37597503900156,0
0.7800312012480504,100.0,-1.6
2.8081123244929813,93.91575663026521,-1.6
4.368174726989082,93.91575663026521,-3.2
3.5881435257410317,91.57566302652106,-3.2
9.984399375975038,88.14352574102963,-3.2
14.820592823712957,83.77535101404055,-3.2
15.600624024960993,90.6396255850234,-3.2
17.940717628705144,94.22776911076443,-3.2
23.712948517940717,95.47581903276131,-3.2
25.741029641185648,94.85179407176287,-3.2
27.14508580343214,92.3556942277691,-3.2
27.45709828393136,87.20748829953197,-3.2
26.365054602184088,82.52730109204369,-3.2
21.060842433697346,72.38689547581903,-3.2
25.117004680187208,67.08268330733229,-3.2
26.365054602184088,63.494539781591264,-3.2
26.365054602184088,57.8783151326053,-3.2
28.23712948517941,52.106084243369736,-3.2
27.76911076443058,37.597503900156006,-3.2
32.7613104524181,42.1216848673947,-3.2
39.31357254290171,50.702028081123245,-3.2
40.56162246489859,50.858034321372855,-4.800000000000001
41.65366614664586,49.453978159126365,-4.800000000000001
48.673946957878314,55.07020280811233,-4.800000000000001
50.078003120124805,54.91419656786272,-6.4
46.64586583463338,40.71762870514821,-6.4
42.2776911076443,33.22932917316693,-6.4
36.34945397815912,27.769110764430575,-6.4
37.597503900156,27.457098283931355,-6.4
37.597503900156,26.209048361934478,-8.0
36.34945397815912,26.053042121684868,-8.0
35.72542901716068,27.457098283931355,-8.0
26.209048361934478,23.868954758190327,-8.0
15.912636505460213,24.336973478939157,-8.0
12.012480499219969,21.840873634945396,-8.0
6.864274570982843,21.060842433697346,-8.0
5.928237129485183,19.18876755070203,-8.0
6.864274570982843,8.580343213728547,-8.0
4.992199687987522,3.2761310452418115,-8.0
0.0,0.0,-8.0
